Date,Orkla,Telenor,DNO,Schibsted,BW,Equinor,Aker BP,SalMar,BWO,AkerASA,LerøySeafood,DNB,TGS,Subsea7,Yara,Nel,Scatec,PFBakkafrost,Storebrand,Mowi,Gjensidige,Entra
26.04.2011,"52,90","89,50","8,00","78,20",#N/A,"150,30","32,20","68,00","685,00","156,50","16,90","90,65","134,50","138,00","290,20","76,00",#N/A,"55,25","52,40","68,60","72,55",#N/A
27.04.2011,"52,90","89,45","7,82","78,80",#N/A,"151,50","32,90","67,00","687,50","156,50","16,75","88,70","135,00","137,50","290,00","76,00",#N/A,"54,50","53,45","68,55","72,30",#N/A
28.04.2011,"52,95","90,40","7,88","79,70",#N/A,"152,40","33,40","67,00","675,00","158,00","16,70","88,85","133,20","138,40","293,00","75,00",#N/A,"55,50","53,00","69,95","68,35",#N/A
29.04.2011,"53,15","90,65","7,87","78,85",#N/A,"153,50","33,00","68,00","680,00","160,00","17,10","85,30","138,10","138,00","307,30","74,00",#N/A,"56,00","54,50","69,30","68,35",#N/A
02.05.2011,"52,80","90,80","7,90","79,95",#N/A,"152,90","32,50","67,00","662,50","157,50","16,95","86,15","134,80","136,20","307,80","72,00",#N/A,"55,00","53,95","69,35","68,25",#N/A
03.05.2011,"52,50","89,30","7,80","78,20",#N/A,"148,60","32,00","66,50","647,50","155,50","17,05","85,50","131,00","133,70","305,70","69,00",#N/A,"55,00","52,65","68,00","68,25",#N/A
04.05.2011,"51,40","90,20","7,30","77,70",#N/A,"144,10","31,80","65,75","637,50","152,00","16,65","85,35","128,60","130,90","292,10","66,00",#N/A,"53,00","50,45","66,85","68,70",#N/A
05.05.2011,"51,30","91,45","8,08","77,00",#N/A,"142,80","31,90","66,00","640,00","151,00","16,95","84,45","136,70","130,40","292,60","66,00",#N/A,"52,75","51,00","67,90","68,60",#N/A
06.05.2011,"52,30","92,60","7,89","79,55",#N/A,"144,50","31,20","65,75","645,00","154,00","16,95","80,00","142,90","135,50","301,60","69,00",#N/A,"53,50","51,60","67,00","69,15",#N/A
09.05.2011,"51,45","93,55","7,60","79,50",#N/A,"143,40","31,80","64,25","655,00","153,00","17,15","80,80","143,40","136,30","301,80","68,00",#N/A,"53,75","51,05","68,10","69,00",#N/A
10.05.2011,"51,80","93,85","7,61","79,85",#N/A,"144,10","32,10","65,75","650,00","152,50","17,15","80,00","145,20","138,70","310,00","69,00",#N/A,"53,75","50,85","59,95","69,40",#N/A
11.05.2011,"51,80","95,40","7,65","81,05",#N/A,"143,90","32,10","67,00","650,00","152,00","17,20","80,80","141,10","137,80","298,40","71,00",#N/A,"54,00","51,25","58,90","68,60",#N/A
12.05.2011,"51,60","95,10","7,60","81,05",#N/A,"142,30","31,60","64,75","625,00","149,00","17,15","80,75","141,00","135,70","290,60","70,00",#N/A,"53,00","50,30","55,85","67,50",#N/A
13.05.2011,"51,25","95,75","7,64","83,45",#N/A,"143,30","31,90","66,50","630,00","148,00","17,20","80,00","139,90","139,40","291,10","69,00",#N/A,"52,50","51,00","56,00","67,25",#N/A
16.05.2011,"51,25","96,00","7,41","85,05",#N/A,"143,30","32,00","65,50","622,50","147,50","17,30","80,05","140,60","140,10","299,50","70,00",#N/A,"53,00","50,85","57,45","68,50",#N/A
18.05.2011,"51,30","95,30","7,48","85,40",#N/A,"143,20","32,70","66,25","607,50","150,00","17,15","79,70","141,80","139,00","305,40","68,00",#N/A,"52,50","49,42","55,60","67,90",#N/A
19.05.2011,"51,20","95,90","7,37","85,20",#N/A,"144,40","32,70","65,00","635,00","150,50","17,20","81,05","142,60","138,90","312,00","71,00",#N/A,"50,50","49,30","53,60","68,30",#N/A
20.05.2011,"50,85","91,05","7,35","84,75",#N/A,"137,20","32,30","63,00","625,00","151,50","16,65","80,15","142,80","138,70","310,00","70,00",#N/A,"51,75","48,98","51,85","66,95",#N/A
23.05.2011,"50,10","90,85","7,54","83,15",#N/A,"134,20","30,50","61,00","620,00","146,00","16,65","78,50","140,30","137,80","305,70","70,00",#N/A,"49,40","47,28","52,15","66,60",#N/A
24.05.2011,"49,40","90,15","7,18","83,80",#N/A,"135,80","31,00","64,00","637,50","147,00","16,70","79,75","142,40","138,30","313,10","66,00",#N/A,"50,00","47,05","53,50","67,50",#N/A
25.05.2011,"49,27","90,75","7,02","83,10",#N/A,"136,20","30,60","62,50","652,50","149,00","16,90","80,80","143,00","138,80","316,70","69,00",#N/A,"55,00","48,11","52,55","67,50",#N/A
26.05.2011,"49,00","89,50","7,15","82,25",#N/A,"136,40","31,00","64,00","637,50","150,50","16,00","80,35","145,50","138,00","312,60","69,00",#N/A,"54,00","48,02","52,45","67,40",#N/A
27.05.2011,"49,50","89,90","7,30","84,80",#N/A,"139,10","30,70","63,25","652,50","151,50","16,05","80,40","149,00","139,80","319,60","67,00",#N/A,"53,75","48,67","53,15","68,50",#N/A
30.05.2011,"49,80","90,05","7,25","84,80",#N/A,"139,80","30,50","64,25","657,50","151,00","16,10","80,50","149,50","144,00","316,00","68,00",#N/A,"54,50","48,99","53,95","68,30",#N/A
31.05.2011,"50,35","91,10","7,55","86,30",#N/A,"142,00","30,40","64,00","650,00","154,50","16,05","81,15","152,00","143,00","324,00","64,00",#N/A,"54,00","49,20","53,20","68,95",#N/A
01.06.2011,"50,30","90,10","7,71","84,10",#N/A,"138,90","30,60","64,00","660,00","153,50","16,15","82,75","153,50","140,30","320,10","60,90",#N/A,"55,50","48,46","52,35","67,85",#N/A
03.06.2011,"50,45","89,60","7,47","83,05",#N/A,"136,30","30,10","61,00","640,00","151,00","16,05","82,00","150,20","138,30","321,20","59,50",#N/A,"53,50","48,30","51,70","69,50",#N/A
06.06.2011,"50,25","89,20","7,71","81,75",#N/A,"135,60","29,30","60,00","640,00","146,50","16,10","80,10","154,20","137,60","327,70","61,50",#N/A,"52,75","48,07","50,00","69,30",#N/A
07.06.2011,"50,40","88,15","7,43","82,35",#N/A,"135,00","29,50","60,00","640,00","146,50","15,70","79,80","150,70","136,30","327,80","60,00",#N/A,"53,00","47,93","50,85","69,10",#N/A
08.06.2011,"49,48","87,00","7,18","81,25",#N/A,"133,80","29,30","56,50","615,00","143,50","15,00","78,85","142,20","134,30","328,80","60,60",#N/A,"52,00","46,26","49,82","68,10",#N/A
09.06.2011,"50,00","87,40","7,22","81,70",#N/A,"135,40","29,40","57,00","630,00","144,00","14,85","79,20","144,80","135,50","335,10","61,20",#N/A,"53,00","47,01","49,44","68,50",#N/A
10.06.2011,"49,57","85,85","6,83","80,55",#N/A,"134,70","29,00","55,50","620,00","142,50","14,55","77,95","140,10","131,10","335,50","59,60",#N/A,"53,75","46,81","47,76","67,10",#N/A
14.06.2011,"49,55","86,70","7,12","82,15",#N/A,"134,80","28,60","59,00","635,00","144,50","14,75","79,70","144,50","134,60","334,00","57,80",#N/A,"53,50","47,38","49,34","68,50",#N/A
15.06.2011,"48,56","85,00","6,82","79,80",#N/A,"133,10","27,70","55,00","622,50","141,50","14,30","76,05","144,20","133,40","324,20","53,90",#N/A,"50,75","45,68","47,06","66,75",#N/A
16.06.2011,"48,40","84,05","6,85","79,15",#N/A,"131,90","27,80","53,00","605,00","138,00","13,90","74,00","142,00","133,80","313,40","51,80",#N/A,"49,60","44,36","45,60","65,30",#N/A
17.06.2011,"49,02","83,80","6,78","79,40",#N/A,"131,40","27,30","54,00","600,00","137,00","13,90","76,50","144,00","133,40","305,20","54,50",#N/A,"49,00","44,35","45,96","65,15",#N/A
20.06.2011,"49,15","84,25","6,41","78,90",#N/A,"131,40","26,50","54,00","607,50","136,50","13,70","76,10","141,20","129,40","306,80","52,00",#N/A,"47,00","42,56","44,82","63,55",#N/A
21.06.2011,"50,35","85,80","6,39","81,15",#N/A,"135,70","28,10","56,25","597,50","139,50","13,60","77,30","145,60","133,70","317,70","52,60",#N/A,"48,00","43,75","45,46","64,75",#N/A
22.06.2011,"49,89","84,90","6,10","79,95",#N/A,"134,60","27,90","56,25","612,50","138,00","13,60","75,15","145,20","131,90","316,60","51,30",#N/A,"48,00","43,46","45,98","65,30",#N/A
23.06.2011,"49,46","84,40","5,64","77,15",#N/A,"130,30","27,40","55,00","600,00","135,50","13,30","73,55","140,50","127,10","307,00","49,00",#N/A,"48,40","41,96","44,78","64,45",#N/A
24.06.2011,"49,07","85,00","5,89","77,55",#N/A,"129,00","27,20","54,50","595,00","134,00","12,90","71,70","140,60","126,50","308,10","50,00",#N/A,"47,70","41,57","42,00","63,55",#N/A
27.06.2011,"49,16","85,95","5,88","77,75",#N/A,"129,20","27,10","51,75","597,50","134,50","12,80","72,00","140,60","127,60","305,80","48,20",#N/A,"47,00","41,31","41,90","63,40",#N/A
28.06.2011,"49,02","85,10","5,56","79,70",#N/A,"131,00","30,00","50,75","597,50","137,50","12,50","72,55","142,00","128,80","313,50","47,70",#N/A,"46,90","42,49","41,88","63,90",#N/A
29.06.2011,"50,10","86,55","5,82","82,45",#N/A,"135,00","31,00","52,25","615,00","141,50","12,45","74,00","148,20","135,00","317,10","49,40",#N/A,"45,40","44,80","42,52","65,70",#N/A
30.06.2011,"51,30","88,35","6,18","86,10",#N/A,"136,60","31,50","53,00","615,00","143,50","12,70","75,20","151,30","138,00","303,70","48,90",#N/A,"45,60","45,96","43,26","66,50",#N/A
01.07.2011,"51,45","88,25","6,00","85,50",#N/A,"138,50","30,90","53,25","615,00","145,50","12,50","77,75","154,80","138,00","303,20","48,40",#N/A,"44,70","47,39","44,84","66,80",#N/A
04.07.2011,"51,60","88,20","6,95","85,50",#N/A,"137,90","31,00","55,00","630,00","145,50","12,45","77,45","156,40","138,40","306,10","50,00",#N/A,"44,00","47,55","44,38","66,50",#N/A
05.07.2011,"51,85","88,25","6,49","86,50",#N/A,"137,80","30,00","53,50","625,00","144,50","12,40","78,10","155,00","138,60","306,90","55,80",#N/A,"44,70","47,53","43,00","66,10",#N/A
06.07.2011,"51,60","87,00","6,25","86,25",#N/A,"137,30","30,50","52,50","630,00","145,50","12,35","77,20","151,30","137,50","311,10","63,10",#N/A,"44,10","46,02","41,40","66,05",#N/A
07.07.2011,"51,70","87,35","6,20","86,85",#N/A,"139,00","31,10","52,50","620,00","146,50","12,90","77,55","155,50","141,80","317,30","61,30",#N/A,"42,50","47,06","39,60","66,05",#N/A
08.07.2011,"50,35","85,60","6,20","85,75",#N/A,"135,40","30,80","50,50","600,00","149,00","12,85","76,65","152,30","140,70","310,10","57,20",#N/A,"42,90","45,80","38,90","65,00",#N/A
11.07.2011,"49,72","84,20","6,01","83,80",#N/A,"134,70","29,00","50,25","602,50","144,50","12,80","75,80","149,70","137,00","310,10","58,90",#N/A,"43,20","44,24","38,74","62,95",#N/A
12.07.2011,"48,88","84,00","6,07","84,00",#N/A,"134,20","27,80","49,50","582,50","143,50","12,45","75,80","149,30","135,50","313,40","55,30",#N/A,"41,10","43,96","38,06","61,95",#N/A
13.07.2011,"50,05","84,10","6,06","83,50",#N/A,"136,70","28,40","49,00","602,50","145,00","11,95","78,85","152,60","139,50","319,30","52,70",#N/A,"41,00","44,05","37,24","62,15",#N/A
14.07.2011,"49,44","83,45","6,00","83,65",#N/A,"133,20","28,40","46,10","605,00","144,00","11,45","78,15","148,50","138,80","316,00","52,00",#N/A,"41,00","46,48","36,62","62,35",#N/A
15.07.2011,"49,17","84,25","5,96","83,00",#N/A,"134,50","27,90","43,50","607,50","144,50","11,00","78,00","157,20","141,00","319,90","52,10",#N/A,"41,00","46,82","36,02","62,00",#N/A
18.07.2011,"48,47","81,90","5,96","79,90",#N/A,"133,20","28,80","44,00","585,00","142,00","10,60","76,20","156,50","139,70","315,10","52,50",#N/A,"39,50","46,03","34,24","61,50",#N/A
19.07.2011,"49,16","84,45","6,04","82,25",#N/A,"133,80","27,90","44,00","595,00","142,50","10,75","78,00","158,60","141,50","304,30","50,50",#N/A,"40,60","46,60","35,72","63,20",#N/A
20.07.2011,"50,20","86,55","6,13","84,00",#N/A,"135,70","27,90","44,10","607,50","145,50","10,80","80,45","161,30","144,70","306,70","51,20",#N/A,"38,90","47,20","32,58","63,75",#N/A
21.07.2011,"50,80","87,80","6,09","84,35",#N/A,"136,50","28,50","47,90","607,50","145,50","11,10","80,30","163,80","147,00","310,00","51,50",#N/A,"39,50","48,77","33,08","64,10",#N/A
22.07.2011,"51,25","89,05","6,19","83,50",#N/A,"136,30","29,20","47,00","627,50","147,00","11,50","80,55","164,10","146,60","305,20","51,50",#N/A,"40,80","48,28","34,48","64,05",#N/A
25.07.2011,"51,05","88,65","6,15","84,00",#N/A,"136,50","28,60","47,50","620,00","143,50","11,65","79,80","163,20","147,20","310,90","51,60",#N/A,"40,00","47,48","34,30","63,50",#N/A
26.07.2011,"51,80","90,95","6,29","83,50",#N/A,"135,60","27,90","49,00","635,00","145,50","11,15","80,10","160,60","147,30","308,50","52,70",#N/A,"40,00","47,52","31,80","64,60",#N/A
27.07.2011,"50,80","89,30","6,17","81,75",#N/A,"134,30","27,60","48,90","630,00","144,00","11,15","78,60","158,20","143,30","305,00","53,00",#N/A,"40,00","45,85","31,46","63,85",#N/A
28.07.2011,"51,70","90,55","6,09","80,70",#N/A,"134,70","27,30","48,80","610,00","144,00","11,05","79,65","159,50","143,80","307,00","51,20",#N/A,"40,00","45,70","31,74","63,80",#N/A
29.07.2011,"50,70","90,20","6,09","80,25",#N/A,"133,10","26,50","48,90","592,50","142,50","10,80","78,60","157,90","142,40","308,60","50,90",#N/A,"40,10","44,94","31,34","63,80",#N/A
01.08.2011,"50,00","87,80","6,13","81,25",#N/A,"131,60","26,80","47,90","590,00","142,50","10,80","76,50","158,00","141,50","302,90","52,00",#N/A,"40,60","44,44","30,76","63,05",#N/A
02.08.2011,"49,09","87,15","5,90","79,90",#N/A,"131,30","25,40","47,20","570,00","136,50","10,75","74,45","151,90","136,90","292,70","50,90",#N/A,"39,40","42,03","30,02","61,25",#N/A
03.08.2011,"48,00","89,80","5,47","77,15",#N/A,"128,00","25,00","44,00","545,00","134,50","10,50","72,65","148,90","133,00","287,30","51,50",#N/A,"40,40","40,86","30,16","62,30",#N/A
04.08.2011,"44,84","88,05","4,91","72,70",#N/A,"123,20","24,20","44,00","502,50","128,00","10,05","69,75","121,90","122,20","273,60","47,50",#N/A,"40,00","38,80","29,54","61,75",#N/A
05.08.2011,"44,65","85,10","4,62","72,30",#N/A,"118,70","24,90","41,00","507,50","127,50","10,15","69,70","121,70","115,80","270,30","48,00",#N/A,"43,50","37,44","28,70","59,85",#N/A
08.08.2011,"42,37","82,25","4,13","67,50",#N/A,"114,20","28,50","38,50","450,00","117,50","9,50","65,50","109,50","108,30","252,70","45,00",#N/A,"40,00","34,53","27,90","58,80",#N/A
09.08.2011,"42,81","83,80","4,34","66,85",#N/A,"115,80","28,50","37,00","450,00","120,00","9,28","64,65","120,50","111,80","243,40","44,00",#N/A,"39,90","35,62","28,20","57,50",#N/A
10.08.2011,"42,59","82,70","4,89","67,00",#N/A,"113,70","28,60","39,80","458,50","118,00","9,38","62,75","113,80","114,40","244,00","44,10",#N/A,"43,30","34,50","28,68","58,10",#N/A
11.08.2011,"43,42","85,60","4,87","69,90",#N/A,"118,00","28,60","39,60","475,00","121,00","9,33","63,20","121,30","121,50","254,90","53,00",#N/A,"42,30","35,02","30,30","63,00",#N/A
12.08.2011,"45,11","87,30","4,98","73,65",#N/A,"120,30","31,00","41,80","497,00","123,50","10,10","65,60","127,20","124,00","260,10","50,60",#N/A,"43,70","37,17","31,14","64,55",#N/A
15.08.2011,"45,65","87,40","5,10","74,80",#N/A,"122,60","31,70","42,80","540,00","138,00","10,30","65,95","130,10","126,90","263,60","49,50",#N/A,"44,50","37,00","31,72","64,10",#N/A
16.08.2011,"44,88","85,20","5,06","73,35",#N/A,"126,10","40,50","42,00","542,50","137,00","9,98","65,75","130,40","125,30","264,10","48,30",#N/A,"41,50","35,50","31,90","64,75",#N/A
17.08.2011,"45,10","85,30","5,64","71,00",#N/A,"129,70","44,00","42,00","557,50","140,00","10,10","65,85","132,90","128,10","267,60","50,00",#N/A,"41,90","35,70","32,60","64,80",#N/A
18.08.2011,"42,90","82,35","5,45","67,10",#N/A,"122,10","41,80","40,00","515,00","133,50","9,50","61,80","119,70","118,00","253,00","49,00",#N/A,"38,10","32,64","29,60","62,45",#N/A
19.08.2011,"42,45","82,40","5,49","66,80",#N/A,"124,90","44,00","40,00","510,00","133,50","8,98","60,45","119,10","114,20","250,40","46,70",#N/A,"38,00","31,82","28,56","63,25",#N/A
22.08.2011,"43,02","83,90","5,34","65,00",#N/A,"122,60","42,50","37,70","496,50","133,00","9,18","60,20","120,10","115,30","252,50","48,50",#N/A,"38,00","31,63","29,44","62,95",#N/A
23.08.2011,"43,23","85,00","5,24","65,00",#N/A,"123,10","42,70","39,50","480,00","134,00","9,40","59,05","119,80","114,30","255,50","49,00",#N/A,"38,00","31,72","29,58","61,55",#N/A
24.08.2011,"44,40","87,75","5,36","68,00",#N/A,"126,80","43,20","39,00","507,50","135,50","9,10","61,60","125,00","119,00","270,20","49,70",#N/A,"37,50","33,00","30,18","62,60",#N/A
25.08.2011,"43,93","87,00","5,29","67,05",#N/A,"124,00","41,70","41,90","505,00","135,50","9,35","62,20","121,80","115,60","261,50","48,70",#N/A,"38,00","32,84","30,28","62,05",#N/A
26.08.2011,"44,02","86,80","5,57","67,85",#N/A,"124,40","44,60","43,00","500,00","134,50","9,45","62,00","125,40","116,20","273,00","48,00",#N/A,"39,00","32,99","30,74","62,80",#N/A
29.08.2011,"44,72","88,45","5,82","69,90",#N/A,"127,10","46,70","41,00","515,00","138,50","9,35","63,00","125,40","119,10","291,40","51,00",#N/A,"38,70","34,20","31,66","63,75",#N/A
30.08.2011,"44,30","88,45","5,68","69,00",#N/A,"126,40","45,40","40,00","520,00","140,00","9,28","63,45","128,90","120,00","289,80","50,00",#N/A,"39,30","34,21","31,42","63,95",#N/A
31.08.2011,"44,81","89,70","5,88","71,30",#N/A,"129,00","43,80","42,00","557,50","140,00","9,60","64,75","134,50","124,70","295,80","52,50",#N/A,"41,50","35,65","31,28","63,60",#N/A
01.09.2011,"44,91","91,75","5,82","71,85",#N/A,"129,90","43,60","40,00","550,00","141,50","9,45","65,70","131,50","123,80","291,90","54,50",#N/A,"42,40","35,95","31,18","64,60",#N/A
02.09.2011,"43,83","88,85","5,47","67,80",#N/A,"126,80","43,20","42,00","535,00","138,00","9,53","63,40","125,10","118,40","288,20","61,00",#N/A,"38,80","34,67","30,38","63,50",#N/A
05.09.2011,"41,95","86,50","5,59","65,45",#N/A,"120,30","41,50","42,00","499,50","131,50","9,23","60,20","116,60","114,00","283,30","59,10",#N/A,"39,00","32,05","28,38","61,05",#N/A
06.09.2011,"41,90","86,10","5,48","64,15",#N/A,"121,00","40,50","42,00","492,00","130,00","8,88","58,85","117,50","114,60","282,00","57,00",#N/A,"39,00","30,66","28,30","61,05",#N/A
07.09.2011,"43,27","87,60","5,94","65,40",#N/A,"124,10","42,80","42,00","527,50","136,00","8,78","62,65","124,40","120,10","293,40","56,00",#N/A,"41,80","31,99","30,34","62,70",#N/A
08.09.2011,"43,73","86,50","5,88","67,45",#N/A,"127,00","44,90","42,00","520,00","137,00","8,65","62,15","127,30","122,20","296,50","50,10",#N/A,"41,50","32,64","29,50","61,85",#N/A
09.09.2011,"42,65","85,25","6,02","65,70",#N/A,"123,30","45,90","42,90","497,50","137,00","8,55","59,85","121,90","120,30","290,20","52,10",#N/A,"39,80","30,96","30,28","61,20",#N/A
12.09.2011,"41,82","84,70","5,73","62,75",#N/A,"122,50","45,40","38,40","500,00","131,50","8,10","56,35","114,60","116,70","286,30","50,30",#N/A,"39,00","29,44","29,60","60,70",#N/A
13.09.2011,"41,79","85,90","5,69","63,15",#N/A,"122,10","46,20","38,10","515,00","129,50","7,80","54,50","114,80","117,50","289,70","50,50",#N/A,"38,00","29,46","29,12","60,00",#N/A
14.09.2011,"46,20","85,80","5,63","67,40",#N/A,"125,00","47,00","37,00","515,00","129,50","8,20","55,50","119,00","118,50","291,20","49,10",#N/A,"39,70","30,00","30,08","60,45",#N/A
15.09.2011,"47,78","86,55","5,80","67,75",#N/A,"128,40","46,90","39,90","525,00","131,50","8,35","58,05","121,50","121,20","290,90","52,50",#N/A,"39,10","32,69","30,88","61,10",#N/A
16.09.2011,"47,07","87,55","5,66","69,00",#N/A,"127,40","48,90","41,80","530,00","133,50","8,55","61,00","123,10","121,30","284,30","49,10",#N/A,"39,80","32,56","30,58","61,45",#N/A
19.09.2011,"46,47","87,40","5,47","66,35",#N/A,"125,80","48,70","41,80","500,00","130,50","8,55","57,40","118,70","117,00","276,10","48,30",#N/A,"37,60","30,50","29,66","61,25",#N/A
20.09.2011,"47,56","88,40","5,45","67,00",#N/A,"129,00","48,40","38,60","532,50","131,50","8,53","58,70","122,60","122,80","284,00","46,70",#N/A,"38,00","29,91","29,62","62,00",#N/A
21.09.2011,"47,25","89,25","5,48","66,65",#N/A,"127,60","48,50","38,40","525,00","130,50","8,50","58,95","120,30","119,70","268,00","46,50",#N/A,"36,80","29,69","30,20","61,95",#N/A
22.09.2011,"45,61","86,60","5,32","63,60",#N/A,"122,30","40,20","38,00","505,00","123,00","8,55","55,50","112,90","111,30","252,20","45,00",#N/A,"36,10","28,24","30,08","61,05",#N/A
23.09.2011,"45,10","85,45","5,26","63,00",#N/A,"122,10","40,60","38,00","500,00","119,00","8,45","56,05","110,70","110,00","242,20","43,10",#N/A,"36,00","27,10","28,58","59,90",#N/A
26.09.2011,"44,84","86,45","5,23","63,00",#N/A,"119,50","39,00","34,50","480,50","120,00","8,00","58,15","109,00","108,40","243,80","41,00",#N/A,"35,50","27,81","27,02","60,00",#N/A
27.09.2011,"45,85","89,00","5,40","65,35",#N/A,"123,40","40,30","34,50","517,50","125,00","8,03","60,70","114,40","113,00","251,90","41,40",#N/A,"37,00","30,56","27,16","60,35",#N/A
28.09.2011,"45,71","89,70","5,43","64,25",#N/A,"123,30","39,50","33,20","510,00","120,00","8,08","58,85","110,00","113,50","247,70","41,40",#N/A,"36,30","29,65","26,36","60,00",#N/A
29.09.2011,"45,25","92,00","5,35","64,00",#N/A,"122,80","39,00","33,50","515,00","120,00","8,50","59,75","110,50","114,00","245,90","40,80",#N/A,"37,90","30,89","27,50","60,30",#N/A
30.09.2011,"45,05","91,30","5,46","63,50",#N/A,"127,00","47,40","33,00","517,50","119,00","8,28","59,40","110,30","113,40","227,60","39,50",#N/A,"37,20","29,96","25,78","61,10",#N/A
03.10.2011,"43,68","88,30","5,41","61,55",#N/A,"124,10","46,30","30,50","499,50","116,00","7,85","58,50","104,30","106,50","213,80","37,50",#N/A,"36,60","27,78","23,40","58,65",#N/A
04.10.2011,"42,80","88,05","5,41","60,00",#N/A,"123,50","46,90","28,00","484,50","112,00","7,50","53,50","97,00","101,50","203,30","35,10",#N/A,"36,50","27,05","21,90","58,60",#N/A
05.10.2011,"43,78","90,05","5,46","62,25",#N/A,"127,90","46,80","29,50","488,50","114,00","7,68","57,00","106,40","107,20","212,40","38,00",#N/A,"37,00","28,75","23,26","59,80",#N/A
06.10.2011,"45,54","89,55","5,87","64,75",#N/A,"128,50","45,80","30,00","505,00","115,50","7,60","59,00","110,00","110,90","222,80","48,10",#N/A,"38,00","30,55","24,08","60,65",#N/A
07.10.2011,"45,22","88,05","5,95","64,30",#N/A,"130,20","45,20","33,90","507,50","115,00","8,08","58,30","109,40","110,60","220,40","47,00",#N/A,"38,00","30,74","23,12","60,20",#N/A
10.10.2011,"46,21","91,90","6,00","65,85",#N/A,"134,90","46,50","32,00","530,00","117,50","8,13","61,05","121,80","118,20","234,40","43,40",#N/A,"37,50","32,53","23,20","61,25",#N/A
11.10.2011,"45,95","91,55","5,77","65,95",#N/A,"132,60","45,80","29,10","520,00","115,50","7,93","60,35","120,40","116,80","235,60","40,30",#N/A,"34,90","32,62","22,30","59,80",#N/A
12.10.2011,"47,16","91,20","6,15","69,75",#N/A,"136,20","46,60","29,00","532,50","115,00","8,30","63,20","125,50","119,90","247,00","39,50",#N/A,"33,50","34,68","23,20","60,00",#N/A
13.10.2011,"46,66","91,75","6,25","68,20",#N/A,"134,10","45,50","29,50","515,00","111,50","8,40","61,60","119,50","117,00","243,10","37,00",#N/A,"32,40","32,93","23,00","59,85",#N/A
14.10.2011,"47,80","92,90","6,21","69,30",#N/A,"137,80","46,50","31,00","527,50","113,50","8,35","63,85","126,80","122,90","250,40","44,20",#N/A,"32,00","34,60","23,20","60,25",#N/A
17.10.2011,"47,80","92,70","6,38","69,85",#N/A,"137,20","47,00","31,00","522,50","114,50","8,40","61,45","124,20","120,30","244,70","41,20",#N/A,"32,10","33,92","23,88","59,80",#N/A
18.10.2011,"48,10","91,55","6,36","69,00",#N/A,"139,70","50,50","31,00","517,50","123,00","8,25","62,75","123,00","121,40","249,80","37,60",#N/A,"31,50","33,44","22,52","60,80",#N/A
19.10.2011,"48,18","90,50","6,48","69,65",#N/A,"137,60","52,00","31,90","512,50","123,00","8,03","63,95","123,10","121,50","246,50","38,70",#N/A,"31,70","33,60","22,64","60,10",#N/A
20.10.2011,"48,61","91,25","6,41","68,20",#N/A,"137,10","51,75","30,80","505,00","121,00","7,90","61,00","123,20","124,00","240,80","39,00",#N/A,"30,80","32,30","23,96","59,55",#N/A
21.10.2011,"49,63","92,15","6,51","70,25",#N/A,"141,30","79,50","30,00","525,00","143,50","8,10","64,30","127,00","128,60","255,90","39,00",#N/A,"31,00","33,30","25,00","60,30",#N/A
24.10.2011,"50,10","93,05","6,85","74,25",#N/A,"143,60","85,75","30,00","532,50","148,50","8,10","64,40","130,10","129,20","266,70","41,60",#N/A,"30,20","34,01","27,14","61,05",#N/A
25.10.2011,"49,78","92,50","6,65","73,00",#N/A,"142,20","85,00","31,00","522,50","150,00","8,05","64,15","132,70","126,60","257,70","41,70",#N/A,"32,00","33,23","26,06","61,00",#N/A
26.10.2011,"49,39","97,40","6,54","73,50",#N/A,"141,70","90,00","31,50","515,00","156,00","8,10","64,50","132,40","123,50","265,10","42,50",#N/A,"31,40","32,75","26,76","61,50",#N/A
27.10.2011,"48,70","98,85","6,64","76,50",#N/A,"145,30","90,50","31,50","522,50","166,00","8,25","69,00","134,80","127,20","275,30","43,00",#N/A,"32,70","36,98","26,26","63,75",#N/A
28.10.2011,"48,78","98,50","6,40","75,90",#N/A,"144,50","88,25","34,00","517,50","164,50","8,30","66,10","131,50","125,00","271,30","48,20",#N/A,"32,30","36,95","26,22","62,50",#N/A
31.10.2011,"48,50","99,40","6,57","72,85",#N/A,"142,10","83,50","34,00","522,50","159,00","8,60","64,95","127,10","121,10","265,20","58,30",#N/A,"33,40","34,33","24,90","61,20",#N/A
01.11.2011,"48,15","94,75","6,71","69,45",#N/A,"136,30","83,75","33,00","500,00","155,00","8,10","61,90","118,20","113,70","253,10","55,50",#N/A,"31,30","31,69","23,00","59,35",#N/A
02.11.2011,"48,29","94,75","6,78","70,80",#N/A,"140,20","85,00","30,50","490,00","156,50","8,10","63,75","119,70","113,30","258,60","53,50",#N/A,"33,60","32,65","24,20","60,20",#N/A
03.11.2011,"49,30","99,25","6,78","73,45",#N/A,"142,80","85,25","32,70","500,00","162,00","8,45","65,25","126,00","114,10","267,90","62,00",#N/A,"32,00","33,44","26,22","60,55",#N/A
04.11.2011,"43,50","97,70","6,84","72,25",#N/A,"143,40","88,75","33,00","515,00","165,00","8,75","64,05","124,90","111,30","263,40","56,00",#N/A,"33,00","33,00","26,34","60,95",#N/A
07.11.2011,"43,59","99,55","7,10","72,25",#N/A,"145,40","88,50","33,00","515,00","162,50","8,63","64,70","127,80","112,80","269,20","56,00",#N/A,"34,20","32,87","25,40","62,50",#N/A
