Date,Orkla,Telenor,DNO,Schibsted,BW,Equinor,Aker BP,SalMar,BWO,AkerASA,LerøySeafood,DNB,TGS,Subsea7,Yara,Nel,Scatec,PFBakkafrost,Storebrand,Mowi,Gjensidige,Entra
04.06.2018,"74,72","169,70","15,72","240,20","35,20","215,00","300,40","356,60","44,00","588,00","53,50","149,40","274,50","124,00","344,70","2,99","60,30","433,00","68,62","162,50","130,10","118,00"
05.06.2018,"74,18","171,80","15,33","244,00","34,20","212,30","292,80","346,00","42,00","583,00","53,00","148,95","271,60","121,50","344,50","3,07","59,60","434,40","68,62","162,10","128,80","118,40"
06.06.2018,"74,18","169,55","15,42","255,00","35,00","214,60","294,40","332,20","42,00","582,00","53,60","150,30","270,60","121,40","342,60","3,08","60,00","433,60","68,40","163,45","127,80","117,20"
07.06.2018,"74,12","171,40","15,47","254,60","35,85","217,40","297,00","336,60","41,60","589,00","54,00","153,70","277,00","124,50","355,00","3,06","61,30","452,20","69,20","163,60","127,80","117,40"
08.06.2018,"74,30","171,60","15,19","254,40","36,99","216,70","296,60","345,80","41,80","589,00","54,84","154,30","278,00","124,65","358,00","3,04","62,00","464,60","68,32","168,65","127,20","116,40"
11.06.2018,"74,22","173,40","15,13","254,40","36,36","218,40","302,40","344,20","42,25","594,00","54,46","156,95","275,40","126,75","361,10","3,13","63,30","462,20","69,62","168,65","127,90","116,00"
12.06.2018,"74,56","172,95","14,98","258,30","35,63","217,00","300,00","348,80","41,15","597,00","55,82","157,30","275,10","124,55","358,60","3,06","63,90","460,20","69,16","171,00","127,90","115,80"
13.06.2018,"74,00","171,00","14,97","260,00","34,88","215,10","301,60","357,80","40,95","601,00","56,50","157,70","274,20","122,90","353,30","3,01","62,10","466,00","69,50","171,35","127,70","115,00"
14.06.2018,"73,16","170,70","14,99","261,00","35,35","218,80","304,60","352,60","43,30","610,00","55,36","158,60","277,10","125,00","346,30","2,99","60,30","463,80","69,90","171,30","129,40","115,20"
15.06.2018,"75,38","171,95","14,29","262,00","34,85","216,20","295,60","358,60","41,85","585,00","54,68","158,90","271,20","124,10","346,20","2,99","59,40","463,60","69,48","171,35","129,60","116,20"
18.06.2018,"74,22","169,65","14,43","258,00","34,46","215,10","298,40","351,40","43,50","584,00","54,30","158,35","271,00","123,70","343,50","3,04","59,10","462,80","68,76","167,50","128,80","116,20"
19.06.2018,"73,58","169,80","14,16","254,80","34,73","214,40","297,00","353,40","41,55","581,00","54,52","158,40","270,00","122,65","345,20","2,97","60,00","464,40","68,86","166,85","128,90","115,60"
20.06.2018,"73,54","169,35","14,11","256,70","33,40","213,60","299,60","345,60","41,10","581,00","54,30","156,80","269,00","121,85","342,90","2,98","59,10","458,60","68,54","164,90","129,00","114,40"
21.06.2018,"73,54","166,50","13,80","254,20","32,73","209,00","293,80","347,40","40,50","570,00","54,86","156,35","265,30","120,95","339,00","2,98","57,60","460,20","67,50","165,15","127,90","112,20"
22.06.2018,"73,12","168,00","14,35","255,40","34,64","214,30","305,80","348,60","42,10","590,00","54,96","157,50","276,30","126,70","335,00","2,92","57,10","465,80","68,14","164,75","128,60","113,00"
25.06.2018,"72,22","167,70","13,97","254,00","33,80","209,20","300,00","341,80","41,50","585,00","54,70","156,30","271,80","123,90","332,00","2,90","56,20","455,60","66,56","164,00","129,50","112,20"
26.06.2018,"72,10","168,65","14,69","254,00","34,11","210,00","303,40","345,40","41,60","602,00","54,14","156,65","277,70","124,00","329,70","2,82","56,20","463,20","66,10","164,55","129,60","112,20"
27.06.2018,"72,84","170,15","15,23","256,00","34,39","215,20","315,80","345,00","42,55","622,00","55,18","157,50","286,50","126,40","337,00","2,90","55,90","459,60","66,06","164,70","128,90","112,20"
28.06.2018,"71,86","168,60","15,17","249,70","32,74","215,00","306,20","345,00","41,25","618,00","53,88","157,20","287,90","126,40","336,90","3,47","54,40","458,60","64,96","163,75","129,50","110,80"
29.06.2018,"71,40","167,15","15,07","247,60","32,56","216,40","300,80","341,80","41,70","623,00","54,88","159,30","300,00","130,35","338,00","3,18","55,10","452,20","65,74","162,20","133,60","111,20"
02.07.2018,"71,30","166,30","14,97","242,30","33,13","213,70","300,20","344,00","41,45","621,00","55,26","158,10","292,90","126,55","334,60","3,17","55,80","455,20","65,22","164,30","133,70","111,20"
03.07.2018,"71,60","170,65","15,24","243,30","32,85","214,40","303,00","343,00","41,25","628,00","55,20","159,55","297,20","127,40","333,00","3,20","55,60","452,40","65,50","164,50","133,50","111,40"
04.07.2018,"71,18","173,35","14,90","244,30","33,74","214,20","301,40","347,20","41,70","625,00","55,06","162,10","295,10","127,65","328,70","3,09","56,70","459,60","66,44","163,20","135,60","112,00"
05.07.2018,"71,54","174,15","15,01","246,10","33,44","219,90","304,80","356,00","42,55","630,00","56,10","158,75","294,00","126,60","324,90","3,17","56,40","448,20","66,00","166,00","134,50","111,40"
06.07.2018,"72,04","174,80","14,58","249,60","32,86","216,70","299,60","360,20","38,00","621,00","56,56","157,90","290,30","124,85","321,50","3,17","55,10","461,20","65,14","166,00","135,40","111,00"
09.07.2018,"72,08","174,20","15,22","252,10","34,36","220,10","309,40","362,20","40,00","643,00","56,14","160,60","307,50","127,05","323,50","3,26","55,70","466,20","66,84","166,50","137,50","110,80"
10.07.2018,"73,00","172,35","15,87","258,00","34,49","225,40","317,60","362,00","40,35","656,00","56,48","162,10","317,00","130,00","326,00","3,38","55,50","466,80","67,16","167,10","139,00","112,60"
11.07.2018,"72,24","171,75","15,56","257,30","34,44","221,20","318,40","359,00","39,10","654,00","55,86","162,65","319,00","128,20","321,70","3,36","54,70","466,00","66,50","167,35","138,90","115,80"
12.07.2018,"73,06","166,45","15,64","267,60","33,80","218,20","316,00","362,20","42,55","653,00","57,96","156,10","320,20","126,50","322,80","3,29","54,80","466,40","65,60","168,60","137,70","119,00"
13.07.2018,"65,64","165,80","15,50","266,00","34,06","218,20","298,40","362,80","42,50","645,00","57,08","155,30","316,80","124,05","319,90","3,26","53,70","470,20","67,92","168,00","123,50","120,80"
16.07.2018,"65,98","163,40","15,35","262,90","34,37","214,20","288,80","363,80","42,30","642,00","56,28","155,55","316,70","122,20","318,60","3,21","56,60","464,00","68,50","166,20","123,30","118,00"
17.07.2018,"66,18","156,95","16,03","296,00","33,99","213,10","287,20","369,40","41,00","624,00","57,96","156,55","316,40","119,80","333,00","3,18","59,30","472,00","68,50","166,80","124,00","119,40"
18.07.2018,"67,36","157,20","15,32","295,00","33,88","212,00","283,60","371,60","40,75","623,00","58,00","158,20","318,90","120,55","345,00","3,20","59,40","471,00","68,86","167,80","126,70","119,00"
19.07.2018,"67,80","156,30","15,43","287,20","34,99","214,10","285,60","372,60","41,25","620,00","57,94","157,35","314,80","122,15","346,60","3,19","58,50","471,60","68,12","170,10","127,00","118,60"
20.07.2018,"68,26","159,10","15,49","289,60","35,42","212,80","281,80","372,40","41,10","631,00","59,00","158,75","314,00","122,80","342,90","3,18","60,30","479,20","67,94","171,90","126,90","119,20"
23.07.2018,"68,22","159,60","15,29","287,60","35,55","213,20","282,80","373,80","41,10","629,00","58,82","160,05","315,80","122,50","343,10","3,19","62,00","476,60","68,50","171,75","127,90","119,00"
24.07.2018,"68,20","158,50","15,43","286,20","35,93","213,80","281,00","374,00","41,50","627,00","58,44","161,30","322,20","125,85","346,00","3,24","61,70","475,60","69,42","169,20","129,60","119,40"
25.07.2018,"68,54","158,45","15,34","283,80","36,25","214,50","283,20","385,40","41,25","630,00","59,22","162,40","321,80","122,50","353,50","3,31","62,80","487,60","68,94","171,95","128,90","118,40"
26.07.2018,"68,62","157,35","15,61","285,50","36,81","210,60","284,40","386,20","41,80","627,00","59,60","162,75","321,00","121,15","359,50","3,35","64,80","485,60","68,90","171,30","128,40","118,80"
27.07.2018,"69,48","161,60","15,87","288,80","37,80","213,20","290,40","389,80","42,50","638,00","59,30","163,50","328,80","121,15","365,70","3,39","64,50","485,20","69,46","171,60","130,10","121,00"
30.07.2018,"69,18","159,05","16,00","284,30","37,00","212,60","285,40","392,80","44,10","638,00","60,56","164,05","329,40","120,90","366,10","3,38","63,00","489,40","69,52","173,60","130,90","119,00"
31.07.2018,"69,00","159,50","17,28","282,00","36,99","216,60","291,60","416,20","44,35","637,00","64,16","164,55","311,00","118,25","359,90","3,23","62,80","501,50","69,48","178,35","130,90","119,00"
01.08.2018,"69,48","160,20","17,67","282,90","37,00","215,20","284,00","418,20","44,00","638,00","63,64","163,85","311,20","116,50","355,20","3,20","64,40","503,50","69,22","180,55","131,80","118,60"
02.08.2018,"69,44","158,85","17,47","282,00","36,85","214,90","278,80","435,00","43,60","627,00","64,70","162,00","315,50","113,65","357,50","3,19","64,80","517,50","68,40","183,90","130,90","119,40"
03.08.2018,"69,26","159,35","17,45","286,00","36,51","215,80","280,00","417,20","43,40","622,00","61,94","164,05","319,50","111,75","363,40","3,21","62,50","493,20","69,18","176,95","130,80","119,80"
06.08.2018,"68,80","159,05","17,63","286,00","36,50","215,90","282,00","428,60","44,20","634,00","62,92","163,20","333,60","113,25","358,00","3,24","64,40","495,20","68,74","178,10","130,00","120,00"
07.08.2018,"69,00","160,40","18,35","290,00","36,86","219,90","293,80","425,20","45,55","645,00","62,68","166,80","345,40","115,60","363,50","3,24","63,40","494,80","69,66","178,90","131,40","122,00"
08.08.2018,"69,58","160,10","18,07","291,00","37,16","218,20","289,40","437,80","46,20","642,00","63,54","167,05","350,10","113,35","368,90","3,37","62,90","502,00","69,66","184,30","131,50","121,60"
09.08.2018,"69,84","160,95","18,02","291,00","36,13","216,00","285,80","430,60","46,20","644,00","63,84","169,00","347,50","114,25","371,00","3,36","62,90","502,50","71,30","183,00","131,90","120,40"
10.08.2018,"70,00","159,25","18,02","289,50","35,20","215,00","283,20","417,40","47,90","640,00","61,22","166,95","345,40","112,15","363,50","3,31","61,80","477,00","70,76","179,10","131,60","121,00"
13.08.2018,"70,00","159,75","18,42","288,10","35,12","216,60","283,20","413,40","48,40","635,00","60,54","166,40","342,50","112,55","364,90","3,30","61,00","472,20","71,44","177,40","132,00","120,40"
14.08.2018,"70,50","158,95","18,50","290,00","34,66","214,90","280,40","421,20","48,85","625,00","61,14","165,65","340,30","113,20","363,00","3,34","61,10","482,00","73,18","176,85","131,60","119,80"
15.08.2018,"69,60","159,00","18,75","283,90","34,60","211,20","274,80","411,60","48,25","614,00","59,72","165,85","317,60","109,15","358,30","3,28","60,00","469,20","71,54","174,00","131,90","119,60"
16.08.2018,"70,28","160,15","18,57","285,60","34,85","211,00","272,40","417,80","47,95","615,00","61,40","166,10","319,80","111,05","360,40","3,29","60,10","481,60","72,64","178,95","132,60","121,00"
17.08.2018,"70,66","160,30","17,31","285,00","34,99","212,20","272,60","424,00","47,50","617,00","62,08","166,00","317,30","109,90","365,00","3,36","61,00","493,80","72,30","181,40","134,20","120,80"
20.08.2018,"71,02","164,15","17,28","290,00","35,00","216,00","274,40","428,00","48,25","622,00","62,26","166,75","318,00","111,60","373,30","3,41","60,70","495,80","73,72","184,50","139,70","122,00"
21.08.2018,"71,16","164,20","17,19","286,50","35,00","215,80","280,00","421,60","48,85","628,00","61,18","167,55","319,50","114,45","373,90","3,53","60,20","478,00","74,36","181,05","139,50","122,60"
22.08.2018,"71,38","164,10","17,17","298,90","35,29","216,20","282,00","425,60","50,50","627,00","59,16","168,05","322,80","115,50","374,90","3,50","60,50","468,40","74,40","178,90","139,80","123,20"
23.08.2018,"70,74","162,50","17,11","300,70","35,64","215,40","281,20","410,00","50,30","634,00","60,64","169,50","324,80","114,75","372,90","3,43","60,80","474,00","74,32","178,10","139,90","121,80"
24.08.2018,"70,86","162,15","17,28","295,70","35,45","215,30","287,40","399,00","50,40","642,00","61,78","171,10","321,80","115,40","378,00","3,44","59,90","474,20","73,96","176,25","140,00","121,40"
27.08.2018,"70,60","162,45","17,17","297,00","35,35","217,90","291,60","400,40","50,80","653,00","61,44","172,70","323,20","115,90","385,00","3,51","60,00","473,00","74,42","176,65","140,30","121,80"
28.08.2018,"70,52","162,75","16,45","298,10","35,49","218,10","295,40","400,00","50,60","662,00","61,94","172,45","324,20","114,95","396,00","3,64","60,10","475,00","73,90","176,80","141,30","122,80"
29.08.2018,"70,44","160,55","16,52","301,40","34,37","218,80","295,80","403,00","50,30","656,00","62,40","172,95","322,70","114,70","394,80","3,60","60,20","472,80","74,24","180,50","141,60","122,20"
30.08.2018,"68,96","158,80","16,48","302,00","33,36","218,20","300,40","404,00","51,80","670,00","63,40","171,45","322,80","115,20","392,90","3,55","59,60","477,80","74,60","180,40","140,90","121,60"
31.08.2018,"69,00","158,10","16,27","300,30","32,77","215,10","297,00","404,20","59,80","657,00","63,88","170,80","318,50","114,05","386,00","3,57","59,00","478,80","74,30","181,15","140,30","121,40"
03.09.2018,"69,14","160,10","16,53","298,70","33,07","215,30","298,60","407,40","55,60","652,00","64,92","170,70","323,10","114,10","386,90","3,71","58,80","480,80","75,20","180,30","141,20","122,20"
04.09.2018,"68,80","160,10","16,34","297,50","33,39","215,60","300,40","407,40","56,90","659,00","65,76","169,45","319,20","113,25","380,20","3,60","59,90","477,80","74,58","180,00","139,70","121,60"
05.09.2018,"68,30","157,25","15,81","296,50","32,97","210,10","288,00","409,80","56,30","644,00","66,96","170,15","309,30","114,05","376,10","3,65","58,90","502,50","74,64","182,95","138,00","121,80"
06.09.2018,"68,70","159,70","15,58","295,70","32,14","210,80","284,60","406,00","55,80","642,00","66,50","170,70","303,10","111,45","378,50","3,62","58,20","492,60","74,52","182,80","139,30","122,80"
07.09.2018,"68,50","162,35","15,33","294,90","31,68","209,30","282,40","398,80","56,40","637,00","65,08","169,65","298,10","109,20","378,00","3,60","58,40","491,00","73,72","180,30","138,00","120,60"
10.09.2018,"68,40","163,50","15,19","293,70","32,04","210,10","289,40","406,20","57,60","641,00","65,40","170,80","297,10","108,30","377,60","3,55","59,20","500,00","73,10","180,80","138,10","119,20"
11.09.2018,"68,16","161,10","15,35","302,80","32,80","214,60","294,60","405,60","57,40","650,00","65,94","169,50","302,80","107,65","374,00","3,46","58,80","493,60","72,02","182,00","136,70","119,20"
12.09.2018,"67,90","160,50","15,62","307,90","33,79","216,80","304,60","410,20","60,80","663,00","67,48","169,50","315,10","114,05","372,00","3,48","58,60","498,40","72,22","183,65","136,40","121,00"
13.09.2018,"67,80","163,20","15,48","306,80","34,00","216,90","304,00","409,00","59,90","661,00","67,38","169,75","310,30","112,00","374,10","3,43","58,40","495,00","71,96","184,00","135,70","121,40"
14.09.2018,"67,92","162,95","15,29","299,40","34,40","216,70","305,60","411,60","59,20","665,00","67,88","170,05","308,90","111,70","373,90","3,55","58,70","509,50","71,80","186,45","135,70","119,60"
17.09.2018,"68,64","164,00","15,29","297,70","34,20","217,00","306,20","412,60","61,40","668,00","67,68","171,45","310,60","112,10","377,40","3,60","58,20","506,00","72,34","185,10","139,00","121,60"
18.09.2018,"69,08","165,75","15,22","324,80","34,35","216,20","306,40","417,40","63,00","670,00","67,72","170,25","313,60","114,05","379,70","3,59","57,30","515,50","72,18","185,85","138,90","121,00"
19.09.2018,"68,64","164,20","15,70","321,00","35,02","215,30","307,00","409,60","64,80","670,00","66,26","169,10","313,10","114,50","382,10","3,53","57,70","510,00","72,80","184,00","138,60","119,00"
20.09.2018,"69,40","161,50","15,45","312,40","35,62","215,20","304,20","414,80","65,20","677,00","66,30","170,20","308,40","115,05","388,80","3,54","58,10","510,00","74,16","186,80","140,30","120,00"
21.09.2018,"70,30","164,35","15,47","314,00","36,09","216,70","314,60","404,00","64,20","679,00","65,38","171,70","313,00","116,50","388,40","3,62","57,10","506,00","73,66","184,20","139,20","118,80"
24.09.2018,"69,60","163,45","16,20","306,40","35,75","225,20","320,80","414,80","63,70","693,00","67,06","172,20","314,60","120,85","387,40","3,58","56,10","500,50","73,24","187,80","138,40","118,80"
25.09.2018,"69,62","162,95","16,21","305,20","35,85","234,40","338,80","415,00","65,20","726,00","67,96","173,15","328,40","123,25","395,20","3,53","58,40","503,00","73,68","189,95","138,50","119,80"
26.09.2018,"69,24","162,15","16,69","309,90","35,39","231,00","335,80","409,40","64,80","724,00","66,96","171,75","331,60","122,50","391,00","3,55","58,90","500,00","73,54","189,00","137,80","119,80"
27.09.2018,"69,64","162,40","16,73","306,40","35,88","230,20","339,60","408,60","66,70","727,00","66,62","173,10","331,00","121,00","390,90","3,79","59,60","500,00","73,12","188,30","140,00","118,80"
28.09.2018,"68,76","159,10","16,83","305,60","35,65","229,50","345,40","406,20","64,60","734,00","66,42","171,25","331,70","120,40","399,70","3,87","60,20","496,40","72,70","188,55","137,20","117,00"
01.10.2018,"68,68","158,45","17,22","304,50","36,00","230,50","345,20","426,60","64,40","736,00","69,68","169,80","333,90","123,30","403,20","4,03","62,00","501,50","72,46","192,90","136,80","117,20"
02.10.2018,"69,32","157,85","17,26","301,70","35,50","229,20","344,40","438,20","64,20","741,00","73,24","169,25","340,90","123,20","402,20","4,30","62,50","529,00","71,68","196,10","135,50","115,20"
03.10.2018,"70,14","159,40","17,15","303,10","35,20","230,00","344,80","446,00","63,20","740,00","73,80","166,15","338,20","122,05","402,90","4,20","62,10","531,50","72,20","196,10","133,70","117,60"
04.10.2018,"67,86","157,75","16,83","301,50","35,84","228,70","338,00","438,00","60,70","735,00","73,58","166,40","331,00","122,10","401,00","4,67","59,90","512,00","73,22","193,45","132,50","113,60"
05.10.2018,"67,92","157,35","16,77","295,90","35,49","228,30","330,20","434,00","62,60","722,00","73,46","167,05","328,60","118,75","396,40","4,61","59,60","504,00","73,54","191,60","134,00","113,80"
08.10.2018,"68,18","155,55","16,10","286,10","34,48","225,70","326,40","434,20","61,00","709,00","73,76","165,70","318,70","115,55","393,20","4,72","58,30","505,50","73,30","193,00","133,50","113,60"
09.10.2018,"68,62","156,00","16,70","284,20","34,67","231,30","333,00","423,80","63,70","711,00","71,60","164,00","326,50","117,30","390,70","4,29","57,50","499,60","73,34","191,70","133,30","118,40"
10.10.2018,"68,04","156,55","16,41","278,50","33,97","229,00","320,00","419,00","60,50","705,00","69,62","165,35","308,50","118,05","393,00","4,42","59,30","500,50","73,42","186,30","132,00","116,00"
11.10.2018,"67,00","152,35","15,45","275,50","32,60","221,30","307,20","417,20","59,10","692,00","67,98","161,55","298,50","113,40","383,40","4,11","56,30","494,00","71,84","184,50","128,20","114,80"
12.10.2018,"67,14","150,40","15,56","282,00","33,25","221,00","310,00","429,40","59,30","682,00","69,50","161,40","296,90","113,55","387,80","4,19","55,50","510,50","70,78","188,60","128,80","113,60"
15.10.2018,"66,90","151,50","16,28","282,00","35,15","221,40","305,60","433,40","57,90","668,00","69,92","161,05","293,70","112,30","387,20","4,28","54,20","504,50","71,46","192,70","129,80","111,40"
16.10.2018,"67,86","152,40","16,74","288,30","36,30","222,30","304,20","439,80","57,20","674,00","72,10","162,45","294,80","113,80","394,00","4,63","58,80","514,50","73,44","199,00","130,10","113,00"
17.10.2018,"67,32","152,00","16,73","288,00","36,82","222,70","301,00","435,40","56,00","673,00","73,00","163,00","295,40","113,05","389,00","4,54","61,20","510,00","73,68","200,20","130,00","114,40"
18.10.2018,"66,00","150,15","15,87","290,60","37,00","218,50","295,20","431,60","55,80","663,00","72,26","161,25","285,60","110,45","368,20","4,50","61,50","491,20","72,24","200,10","129,00","114,60"
19.10.2018,"66,30","152,75","16,57","289,20","38,00","223,10","307,40","441,20","56,60","686,00","74,90","163,40","283,90","109,00","375,00","4,55","60,30","507,50","72,52","202,90","127,50","114,80"
22.10.2018,"66,56","152,30","15,86","288,10","37,90","216,50","289,60","428,20","52,90","649,00","73,74","160,75","273,20","104,50","368,30","4,52","59,60","495,20","71,62","201,40","125,10","114,40"
23.10.2018,"66,50","151,60","15,04","282,00","36,20","212,40","279,60","428,00","50,30","635,00","74,00","157,05","262,20","100,25","352,50","4,30","55,40","483,60","69,30","199,95","123,20","110,60"
24.10.2018,"67,54","150,50","15,18","280,80","37,25","213,90","285,80","425,00","51,40","643,00","73,28","159,35","269,80","102,25","353,50","4,43","55,40","474,60","68,00","196,70","124,80","113,60"
25.10.2018,"71,02","154,05","15,27","281,40","37,01","214,00","289,60","430,00","51,30","640,00","75,02","153,55","270,50","102,35","353,30","4,49","57,90","463,40","68,06","199,50","126,80","115,00"
26.10.2018,"70,20","150,60","14,77","276,40","36,13","212,30","276,80","427,20","50,10","636,00","74,50","151,55","265,70","102,00","349,20","4,34","57,70","460,40","67,54","196,50","124,80","113,00"
29.10.2018,"70,94","154,50","15,39","293,90","37,08","215,20","269,40","432,00","53,40","629,00","77,26","153,35","273,40","103,50","352,20","4,28","57,40","474,20","68,46","201,20","125,00","113,00"
30.10.2018,"70,78","155,70","16,00","287,80","36,63","212,00","268,00","429,00","51,60","624,00","75,10","151,90","266,20","101,75","350,60","4,31","56,90","462,40","68,14","201,50","127,50","114,00"
31.10.2018,"72,74","154,65","16,23","292,10","39,89","219,30","278,00","445,00","54,10","641,00","77,68","152,55","282,90","106,45","362,70","4,32","57,40","473,40","70,16","204,00","130,60","114,20"
01.11.2018,"71,56","155,55","15,82","296,80","38,61","214,90","268,00","444,40","54,10","625,00","78,04","153,30","255,10","103,50","367,20","4,02","58,40","474,80","70,30","203,30","129,80","115,20"
02.11.2018,"71,48","155,00","15,99","301,70","38,80","211,30","267,20","449,00","53,20","629,00","79,22","155,40","262,90","103,15","375,20","4,20","60,90","487,60","70,92","203,00","131,00","115,80"
05.11.2018,"71,14","156,30","16,24","303,00","38,20","215,30","263,60","453,00","53,30","621,00","78,94","155,70","261,60","103,75","369,90","4,47","61,50","500,00","70,40","206,20","130,60","116,20"
06.11.2018,"70,68","156,25","16,20","307,40","38,47","214,60","264,00","454,60","54,30","619,00","76,20","155,60","261,70","102,15","376,50","4,53","60,70","465,00","70,44","204,40","131,80","117,20"
07.11.2018,"70,84","157,95","16,33","314,00","38,45","216,40","270,60","449,60","53,30","632,00","76,04","157,15","260,40","101,05","381,10","4,55","62,30","472,60","71,10","197,65","134,10","119,20"
08.11.2018,"71,38","158,05","15,91","315,20","36,93","213,60","261,60","455,40","52,60","608,00","77,52","158,70","258,90","101,45","379,30","4,49","62,10","457,00","71,30","199,90","136,20","117,60"
09.11.2018,"72,40","158,45","15,54","309,10","36,26","208,20","250,20","505,00","50,30","578,00","79,84","156,70","252,80","97,24","380,00","4,46","62,20","460,00","71,50","203,50","137,40","119,00"
12.11.2018,"72,06","158,40","15,98","306,00","35,58","212,50","256,00","488,20","51,50","581,00","77,96","155,50","258,80","100,35","381,70","4,40","62,50","467,80","71,12","203,20","137,50","116,80"
13.11.2018,"72,34","160,50","14,33","310,00","33,50","203,30","249,00","509,50","49,00","560,00","78,08","153,85","251,40","100,25","381,50","4,36","61,10","451,00","71,36","199,00","138,00","115,80"
14.11.2018,"73,36","161,55","14,51","308,00","32,80","204,30","249,20","510,00","49,30","569,00","77,10","150,50","250,80","97,92","356,50","4,48","60,60","437,60","70,64","196,75","138,30","116,00"
15.11.2018,"71,82","159,45","14,01","304,30","31,90","205,10","249,80","492,40","48,90","554,00","75,70","149,35","254,40","102,25","358,30","4,60","68,10","436,80","69,80","193,15","133,70","115,20"
16.11.2018,"72,28","162,25","14,46","309,30","31,79","208,70","251,00","487,00","51,00","556,00","75,14","151,00","252,00","101,35","355,60","4,69","69,70","420,00","68,90","194,00","134,40","115,40"
19.11.2018,"71,56","164,10","14,01","303,00","31,25","205,30","242,60","492,00","47,60","530,00","76,04","150,00","244,20","98,60","343,00","4,52","69,00","425,00","69,40","197,75","134,60","115,40"
20.11.2018,"70,92","162,10","13,31","282,20","30,70","201,30","226,60","473,00","44,05","495,00","73,44","145,60","237,00","91,66","336,10","4,25","69,10","421,20","67,50","195,20","130,50","111,60"
21.11.2018,"71,54","165,30","13,80","291,10","31,10","203,50","237,80","484,20","43,10","498,50","74,88","146,65","243,20","93,16","341,80","4,28","69,00","427,40","68,10","198,50","132,70","112,40"
22.11.2018,"70,46","162,80","13,53","289,30","33,00","202,00","235,80","467,60","40,15","487,00","72,38","146,50","239,80","90,54","341,80","4,33","69,20","431,20","67,38","198,00","132,50","112,60"
23.11.2018,"70,34","162,85","12,97","294,90","31,80","194,00","223,80","465,20","37,90","472,00","72,52","144,75","233,40","86,14","341,80","4,25","68,20","432,40","67,06","197,75","133,20","113,00"
26.11.2018,"70,94","166,75","13,42","298,80","32,70","199,20","232,00","466,00","38,75","488,50","71,42","147,55","239,80","90,78","351,50","4,26","68,90","423,60","67,40","197,55","134,90","114,00"
27.11.2018,"71,08","166,20","13,52","297,90","33,65","200,20","236,00","465,40","39,10","488,00","72,58","147,70","240,60","91,88","350,30","4,43","72,20","433,00","68,00","198,75","138,80","114,40"
28.11.2018,"70,96","166,10","13,99","299,70","33,43","199,00","236,00","468,00","37,80","488,00","72,20","148,45","239,30","91,92","346,30","4,54","71,70","430,00","67,10","196,45","135,40","113,80"
29.11.2018,"71,06","165,70","14,58","307,90","34,60","199,80","246,20","488,00","38,95","498,00","73,58","148,85","241,20","93,52","348,00","4,54","72,80","436,80","67,82","199,00","137,10","116,00"
30.11.2018,"71,00","166,45","14,43","311,30","33,58","200,50","243,60","484,60","37,10","490,00","73,12","147,50","240,30","92,54","345,30","4,64","73,90","440,60","67,38","201,10","134,10","113,00"
03.12.2018,"71,16","164,50","15,33","313,00","34,97","206,90","261,40","479,40","38,55","512,00","73,36","151,40","251,80","97,42","354,00","4,66","73,70","444,00","68,02","202,80","134,40","115,00"
04.12.2018,"71,50","165,15","15,20","309,20","34,37","204,70","257,20","487,60","37,65","514,00","74,40","150,80","249,30","94,72","355,20","4,55","74,40","450,40","67,48","204,20","134,50","115,00"
05.12.2018,"70,26","164,35","15,04","306,60","34,40","202,20","252,80","475,80","37,25","501,00","72,16","149,20","240,00","92,54","348,10","4,52","74,70","452,20","66,06","198,90","133,20","114,60"
06.12.2018,"68,40","163,45","14,15","288,00","32,00","194,35","237,20","467,60","34,20","480,50","69,28","145,75","227,40","87,76","332,80","4,24","69,90","441,80","62,38","192,00","128,00","112,80"
07.12.2018,"69,36","165,60","14,85","296,20","32,78","200,60","252,60","470,00","36,25","500,00","69,80","148,25","239,80","92,00","337,60","4,25","70,80","440,20","62,62","193,70","130,70","115,20"
10.12.2018,"67,78","163,35","14,11","294,20","31,45","196,60","241,00","468,60","33,70","471,00","67,52","145,75","223,00","88,46","332,00","4,13","69,60","426,20","61,06","187,10","129,50","113,80"
11.12.2018,"69,50","167,25","14,18","300,00","30,30","196,85","245,60","463,00","35,20","486,50","67,68","147,80","223,20","87,52","345,20","4,37","74,20","436,20","61,92","187,75","131,20","114,60"
12.12.2018,"70,38","169,55","14,54","302,90","30,84","198,15","246,60","465,00","35,30","498,50","70,32","148,00","227,70","88,82","351,40","4,52","74,50","441,20","61,88","193,00","131,80","115,40"
13.12.2018,"69,82","167,45","14,14","296,60","29,87","195,90","239,60","465,00","34,50","493,50","70,42","148,20","222,50","86,38","347,20","4,57","73,80","436,40","62,24","190,40","133,40","116,40"
14.12.2018,"70,00","170,10","14,16","299,50","29,10","194,35","236,00","446,80","33,45","483,00","69,10","145,50","220,90","86,12","346,20","4,52","73,70","423,00","61,50","186,95","133,60","115,20"
17.12.2018,"70,46","170,40","13,64","296,90","28,00","190,35","228,60","458,40","31,85","468,00","68,38","143,55","211,90","83,70","337,40","4,58","71,70","418,80","59,48","187,35","133,00","115,20"
18.12.2018,"70,70","167,50","13,29","291,80","28,13","188,35","221,00","457,80","33,75","470,00","68,70","144,60","209,40","82,10","340,00","4,57","71,30","428,00","60,84","187,00","133,50","115,40"
19.12.2018,"71,00","171,70","13,26","289,00","28,00","189,95","222,20","480,80","33,00","468,50","71,80","143,65","210,70","82,50","340,00","4,67","71,10","457,40","61,56","194,65","135,40","116,00"
